id,Author,Text,User Location,Country_Code,Tweet Country,created_at
1374312854686470151,christinejenk20,RT @HackedOffHugh: Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,EU,None,None,2021-03-23 10:51:32
1374312855193882632,Ullyxses,"RT @jeffcanoy: Situation at The Medical City.

Hospital has declared full capacity for COVID-19 patients. All 120 beds reserved for patient…",,None,None,2021-03-23 10:51:32
1374312856104108035,SocPolPamela,"RT @SP_Gateway: One year after the first measures to fight the COVID-19 pandemic, @ODI_Global and @giz_gmbh will organize a #SPorgWebinar t…",,None,None,2021-03-23 10:51:33
1374312858457104384,48Gailschwerdt,"RT @BrunoAmato_1: I’m Bruno Amato. I’m running for Congress to defeat Republican Kevin McCarthy, who voted AGAINST COVID-19 relief for thou…","Cape Coral, FL",None,None,2021-03-23 10:51:33
1374312859992272897,AvaSanghal,@fiannafailparty @DonnellyStephen @RTERadio1 @morningireland https://t.co/XWagR1hC2H we should be doing more of this,,None,None,2021-03-23 10:51:33
1374312862513049605,bridge1013,RT @USATODAY: How the COVID-19 pandemic is affecting every state: Latest updates.  https://t.co/zVBuSOrKsW,"Evanston, IL",None,None,2021-03-23 10:51:34
1374312866182918145,CAKriti1,"RT @RRAMESH17069512: Relief COVID-19

Reopen - Cancelled GSTIN.

Request To All # - Government of India -Ministry of Finance  - GST Council…",,None,None,2021-03-23 10:51:35
1374312867558744069,sheributtt,"RT @aarushimehta9: vaccination + pre-departure COVID-19 test + home quarantine for 1 week + post-quarantine COVID-19 test.

Easy strat to l…","Gujrat, Pakistan.",None,None,2021-03-23 10:51:35
1374312867923599364,Daryl16519C,RT @PlainVa86760081: Vaccine wars - Next episode right on queue,Gaslight Republic,None,None,2021-03-23 10:51:35
1374312870687703045,goodgirl4rio,"RT @SFGate: Being protected from COVID-19 is the most obvious benefit of getting vaccinated, but here's another one: free doughnuts. 

Star…","New York, NY",None,None,2021-03-23 10:51:36
1374312870930960388,Icewhiz200k,"RT @krispykreme: We'd like to show sweet support to those who have received the COVID-19 Vaccine. Starting today, bring your Vaccine Card t…",Roblox,None,None,2021-03-23 10:51:36
1374312872763854848,Jamaican__Cutie,RT @balleralert: ‘The Chi’ Has Halted Season 4 Production After Positive Covid-19 Test on Sethttps://balleralert.com/profiles/blogs/the-chi…,,None,None,2021-03-23 10:51:37
1374312875146276867,StvnKemp,RT @LorenaM2: @FernandoQPH address the impact of Covid-19 on cybercrime trends with special focus on the shift of opportunities as well as…,"Girona, Catalonia",None,None,2021-03-23 10:51:37
1374312876215824384,dejanspasic,RT @stohr_klaus: @Karl_Lauterbach: Aha. Die beste Lanzeitstudie über #LongCovid. An internat. web-based survey? Survey distribution via onl…,"Dusseldorf, Germany",None,None,2021-03-23 10:51:37
1374312876417064962,aashi_sidnaaz,"RT @ViralEntalk: #ShehnaazGill wishes her crush #KartikAaryan a speedy recovery after he tests Covid-19 positive.

#COVID19 #Shehnaazian ht…",,None,None,2021-03-23 10:51:37
1374312876920426497,JohnEvansTW1,"RT @kewgardens: One year on from the UK's first lockdown, we've joined the Yellow Hearts to Remember campaign, supporting bereaved families…",https://www.stateofhunger.org/,None,None,2021-03-23 10:51:38
1374312880191987714,Moonroby1,RT @instablog9ja: Gov. Wike’s aide insists on seeing the carton of COVID-19 vaccine before he can be vaccinated https://t.co/xleuYaUE4I,,None,None,2021-03-23 10:51:38
1374312881131552769,tymcmuffin,RT @nayadontgiveaf: The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Pittsburgh, PA",None,None,2021-03-23 10:51:39
1374312881395752960,sunflxwerlovers,"RT @91inlovewith94: having                          disliking 
covid-19       🤝          long hair harry 
                  no taste",,None,None,2021-03-23 10:51:39
1374312882591178753,UkCare41,"RT @ROHNHSFT: One of the ways we have tried to commemorate the past year is with 'Our COVID-19 Story', a photography exhibition and accompa…","West Midlands, England",None,None,2021-03-23 10:51:39
1374312882259820556,tintinoclock,Tintin oclock_ Covid-19 vaccine @Okyeamekwame @thenanaaba @konkrumah https://t.co/BC9G2lxyzv,Global,None,None,2021-03-23 10:51:39
1374312884700860419,_diamond60,RT @Awarenesblog9ja: Krispy Kreme is offering a free doughnut in the U.S. to anyone who has received the COVID-19 vaccine. This will go on…,Benin,None,None,2021-03-23 10:51:39
1374312886772797442,TORUKH_MAKTO,"RT @_JammuNews_: From April 1, all people above 45 years of age entitled to get COVID-19 vaccine: Union minister Prakash Javadekar","Location:- 13.0827°N,80.2707°E",None,None,2021-03-23 10:51:40
1374312886886014977,jazmasigan_2,RT @inquirerdotnet: A town mayor in Cebu admitted he got inoculated with a COVID-19 vaccine ahead of the municipality’s frontliners. https:…,"Cabagan, Isabela",None,None,2021-03-23 10:51:40
1374312887372681220,hopeful279,"RT @jameshohmann: A National Guard convoy transporting doses of the COVID-19 vaccine was ambushed Monday morning in west Texas, according t…",United States,None,None,2021-03-23 10:51:40
1374312887993438210,Icewhiz200k,"RT @NC_Governor: Reasons to get your COVID-19 shot:
💉 Protect yourself
👨‍👩‍👧‍👦 Protect your community
😷 Save lives
🍩 Get a free doughnut",Roblox,None,None,2021-03-23 10:51:40
1374312889062948867,deyashlaj,3rd COVID-19 wave will be the worst. Might be the deadliest,"Ohio, USA",None,None,2021-03-23 10:51:40
1374312894008066067,MarianneFallon8,"RT @saoltagroup: Newly established #CovidVaccine centre is up and running in the Abbey Hotel in #Roscommon by the end of this week, we hope…",,None,None,2021-03-23 10:51:42
1374312894226108417,heisvictorlopez,@wsvn How much did they pay you to include covid-19 in there??,United States,None,None,2021-03-23 10:51:42
1374312894918230019,bridge1013,"RT @USATODAY: Results from a U.S. trial of AstraZeneca’s COVID-19 vaccine may have used “outdated information,” U.S. federal health officia…","Evanston, IL",None,None,2021-03-23 10:51:42
1374312895610290182,lotusflor122,"RT @nad0227: News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: https://t.co/K1dj8Z7q8x",,None,None,2021-03-23 10:51:42
1374312896843415556,AndrewJLowry,Now Premier Ford is blaming the PHU. Sigh.,"Niagara Falls, ON",None,None,2021-03-23 10:51:42
1374312896994316294,pmrnabawan,"RT @rtm_swk: COVID-19 in Malaysia : Numbers at a Glance as of 23rd. March 2021, 12 pm https://t.co/l563OCnrIE","Nabawan, Sabah",None,None,2021-03-23 10:51:42
1374312899125125123,tinder74730486,RT @ETimesTV: Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery after he tests Covid-19 positive https://t.co/nDhlpY67n0,,None,None,2021-03-23 10:51:43
1374312899024457732,redgeo,The police crackdown in Miami Beach: Who is responsible for the spread of the COVID-19 pandemic? https://t.co/OXcCTdtfoJ,"Scotland, United Kingdom",None,None,2021-03-23 10:51:43
1374312900656041989,Conquer43162270,"RT @NovacytGroup: #VersaLab™, simple and accessible #COVID19 #mobiletesting solutions tailored to meet your needs wherever and whenever req…",Vlaanderen,None,None,2021-03-23 10:51:43
1374312901075296256,XxxxxxxxNn0o,"RT @nad0227: News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: https://t.co/K1dj8Z7q8x",,None,None,2021-03-23 10:51:43
1374312901138247683,itsyaboiMakoy,"RT @nad0227: News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: https://t.co/K1dj8Z7q8x",Caramel,None,None,2021-03-23 10:51:43
1374312902480465920,mkabalisa,RT @Yadav_supplychn: Closing #vaccine borders provides a false sense of security. Enabling global flows allows vaccine #supplychain to deli…,Kigali,None,None,2021-03-23 10:51:44
1374312903696875523,brtnhll77,"RT @LOLGOP: More than a thousand Americans needlessly dying of Covid-19 , dozens more dying of gun violence and more than hundred thousand…",,None,None,2021-03-23 10:51:44
1374312905013932035,DonnaYoungDC,"#NIH sent this out early this morning/just after midnight that the DSMB ""notified NIAID, BARDA and AstraZeneca that… https://t.co/hjzyPla4Yt",Washington,None,None,2021-03-23 10:51:44
1374312906561630209,OpsterOpp,RT @ABecenti: Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,Texas USA,None,None,2021-03-23 10:51:45
1374312906519572481,HelpHumanity1st,@bharianmy Preparation of a COVID-19 vaccine that can be given in tablet https://t.co/gtwVl96Vc5,,None,None,2021-03-23 10:51:45
1374312907345907716,KattyKay_,"RT @axios: JUST IN: NIAID says it's ""concerned"" that AstraZeneca ""may have included outdated information"" from a trial of its COVID-19 vacc…","Washington, D.C.",None,None,2021-03-23 10:51:45
1374312907354296321,invest_media007,Japan registers 1st possible case of mother-to-newborn COVID-19 transmission https://t.co/somRQPeb6I,,None,None,2021-03-23 10:51:45
1374312908973281282,mustafa_yucesan,"RT @business: From needle-less nasal sprays to one-shot wonders, here's everything you need to know about the next generation of Covid-19 v…",,None,None,2021-03-23 10:51:45
1374312914530795524,ABC7Kristen,"RT @ABC7News: NEW OVERNIGHT: Results from a U.S. trial of AstraZeneca's COVID-19 vaccine may have used ""outdated information,"" U.S. federal…","Washington, DC",None,None,2021-03-23 10:51:46
1374312914614693890,Curlyhhedd,"RT @BourgeoisWells: FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",mental prison,None,None,2021-03-23 10:51:47
1374312914622947329,swanikmaharaj,"RT @TVMohandasPai: Cabinet approves COVID-19 vaccination for people above 45 years of age from April 1, says Prakash Javadekar - https://t.…","Lautoka, Fiji",None,None,2021-03-23 10:51:47
1374312915721932804,bogeyone22,RT @kylenabecker: COVID-19 won't even be close to the deadliest pandemic in human history. But if will by far be the dumbest.,,None,None,2021-03-23 10:51:47
1374312917735211010,DayakDaily,"Sibu reported 36 Covid-19 cases today, two less than yesterday. https://t.co/b7ledk4451","Sarawak, Malaysia",None,None,2021-03-23 10:51:47
1374312918234271744,CAKriti1,"RT @RRAMESH17069512: Relief COVID-19

Reopen - Cancelled GSTIN.

Request To All # - Government of India -Ministry of Finance  - GST Council…",,None,None,2021-03-23 10:51:47
1374312918473400327,TrendinghubN,FG Beg Nigerians to stop selling covid-19 vaccines. - 👇👇https://t.co/NQ33dq5yau,Nigeria,None,None,2021-03-23 10:51:47
1374312919668830214,pt_mcloughlin,"RT @LOLGOP: More than a thousand Americans needlessly dying of Covid-19 , dozens more dying of gun violence and more than hundred thousand…","Phillipsburg, NJ",None,None,2021-03-23 10:51:48
1374312921342349314,joycehand7777,"@RickRiggs14 @ABC My brother, Trump released the virus in our atmosphere. The COVID-19 is man made in the USA. Kush… https://t.co/UEH449zq99",,None,None,2021-03-23 10:51:48
1374312922449592325,JohnMcC37670329,Good God.,"North East, from Manchester",None,None,2021-03-23 10:51:48
1374312923712065542,bridge1013,RT @usatodaysports: The NFL announced plans to move forward with the 2021 draft in Cleveland while following COVID-19 protocols. https://t.…,"Evanston, IL",None,None,2021-03-23 10:51:49
1374312925670805504,Perfect76570203,Everyone sign and retweet,,None,None,2021-03-23 10:51:49
1374312926383849477,MarkitaChatman,RT @Breaking911: #BREAKING: AstraZeneca likely provided an “incomplete view of efficacy data” on COVID-19 vaccine from a large scale U.S. t…,chicago,None,None,2021-03-23 10:51:49
1374312927537328128,GalihSeba,The Hollywood Vampires cancel 2021 UK and European tour The Hollywood Vampires will no longer hit the road for thei… https://t.co/MgPm4v4Kbj,Jakarta,None,None,2021-03-23 10:51:50
1374312928032215042,ColinPoynter,RT @FullerFitnessPT: @YardleyShooting Hep B vaccines are fully approved and have a marketing authorisation. Covid-19 vaccines are still in…,"Reading, Berkshire, UK",None,None,2021-03-23 10:51:50
1374312930171305987,mattuurban,RT @cnnbrk: An independent board that reviews data from multiple Covid-19 vaccine candidates in the US has expressed concern over AstraZene…,,None,None,2021-03-23 10:51:50
1374312931207307264,libraryluna,"RT @AlexPutterman: Despite Gov. Lamont’s assurance that trendlines “continue downward in all the key metrics,” Connecticut continues to see…",,None,None,2021-03-23 10:51:50
1374312931802771456,HelpHumanity1st,@malaymail Preparation of a COVID-19 vaccine that can be given in tablet https://t.co/gtwVl96Vc5,,None,None,2021-03-23 10:51:51
1374312932184621056,TheB1GB,RT @catherinekitts: Great update today for our rural residents! Mobile vaccination teams will be in #CumberlandWard at Navan Memorial Centr…,Eastern Ontario,None,None,2021-03-23 10:51:51
1374312933241450503,Jethro_the_cat,"RT @theprojecttv: We’ve officially brought four people back onto the desk, one year on from our first day of lockdown. It’s a sign of how f…",,None,None,2021-03-23 10:51:51
1374312935569326082,saikiran_no9,RT @anu1122: Everyone above 45 to get vaccinated for Covid-19 from April 1. Cabinet decision. @NewIndianXpress @TNIEBiz,"Chennai, India",None,None,2021-03-23 10:51:51
1374312935716057089,kristipreston_,RT @ABecenti: Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,she/they,None,None,2021-03-23 10:51:52
1374312937079341062,_AdamYoung,RT @HackedOffHugh: Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,"Manchester, UK",None,None,2021-03-23 10:51:52
1374312937620443139,pkisio90,From COVID-19 millionaires to this... I wish that the Vaccine could be something Else... The pood will one day have… https://t.co/uWDUzZnuPf,Eastern Equatoria,None,None,2021-03-23 10:51:52
1374312939180544011,brdasuma,RT @rapplerdotcom: Senate Minority Leader Frank Drilon on Pres Duterte rejecting indemnity for COVID-19 vaccine makers: Unbelievable.... We…,sa nose pores ni du(5^2+5),None,None,2021-03-23 10:51:52
1374312939814019074,hswapnil,RT @SamiraBell76: #worldkidneyday 90% of all patients on dialysis or with a transplant in Scotland have received their first dose of a COVI…,"Ottawa, Canada",None,None,2021-03-23 10:51:53
1374312940996853764,ManeeManjunath,"RT @BSYBJP: Starting April 01st, anyone above 45 years can get the Covid-19 vaccine. I appeal to all eligible citizens to get vaccinated an…",BLR / STR,None,None,2021-03-23 10:51:53
1374312941466611713,sfed11,"RT @gummibear737: I’m bored to death of Covid-19 which is why I hardly post on it

Sorry, but there’s nothing interesting left to analyze…","arlington, va ",None,None,2021-03-23 10:51:53
1374312942926245888,_Jorge_Carneiro,Worth reading for those analysing COVID-19 antibody titres to try to tease apart overlapping seropositive and negat… https://t.co/2uomyV3x9M,,None,None,2021-03-23 10:51:53
1374312944922730496,SFGiantsMissy,"RT @LOLGOP: More than a thousand Americans needlessly dying of Covid-19 , dozens more dying of gun violence and more than hundred thousand…",one of the activist bitches supporting activist bitches,None,None,2021-03-23 10:51:54
1374312945602150401,SueScarrott,@Douglas4Moray Responsibility? Will #BorisJohnson &amp; #MattHancock take responsibility after PROVEN guilty in COURT?… https://t.co/CuPy80NHtm,"Scotland, London, Spain",None,None,2021-03-23 10:51:54
1374312947539968000,MGW_04,"RT @PierreKory: Remember, Wednesday Night Weekly Webinar 7 PM EST! I will present some encouraging data and phenomenal fascinating insights…",GB,None,None,2021-03-23 10:51:54
1374312948609470468,mikelfabrizio,"RT @michellemalkin: 1)AstraZeneca vaxx: NOT SO ""SAFE"" AND ""EFFECTIVE"" AFTER ALL.

2)Gee, thanks for your ""concern,"" NIAID.

3)Silicon Valle…",United States,None,None,2021-03-23 10:51:55
1374312951381901314,Baaqs_,RT @HustleFlow10: Someone is looking for a Nanny/House Manager in Lagos. The ideal nanny would be great at multi-tasking. The kids are age…,"Lagos, Nigeria",None,None,2021-03-23 10:51:55
1374312952669425667,YajTheQueen,"RT @mikenavallo: Private sector, thank you! https://t.co/mgDOVyP9Aj",,None,None,2021-03-23 10:51:56
1374312953118224393,HelpHumanity1st,@FoxNews Preparation of a COVID-19 vaccine that can be given in tablet https://t.co/gtwVl96Vc5,,None,None,2021-03-23 10:51:56
1374312954099683330,CAKriti1,"RT @RRAMESH17069512: Relief COVID-19

Reopen - Cancelled GSTIN.

Request To All # - Government of India -Ministry of Finance  - GST Council…",,None,None,2021-03-23 10:51:56
1374312954338938881,hisfriendmic,"RT @BourgeoisWells: FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","New York, USA",None,None,2021-03-23 10:51:56
1374312954410143745,Sumile66582481,RT @XHNews: Chief Executive of the HKSAR Carrie Lam has called on Hong Kong residents to actively get vaccinated against COVID-19 so regula…,,None,None,2021-03-23 10:51:56
1374312955525824515,nonsellcom,DAX 30 Forecast: Pulling Back From ATH as Germany Imposes Easter Lockdown - Germany imposes strict lockdown measure… https://t.co/ZQu461Cnbz,,None,None,2021-03-23 10:51:56
1374312958180913153,RamLucky75,RT @kylenabecker: COVID-19 won't even be close to the deadliest pandemic in human history. But if will by far be the dumbest.,"Richmond, VA",None,None,2021-03-23 10:51:57
1374312959422435331,ShehnaazWorld_,RT @FlaShBloGLive: #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,,None,None,2021-03-23 10:51:57
1374312959543939081,adamgonewild,"RT @CBSNews: Witness to Boulder supermarket shooting tells @CBSDenver his son-in-law, daughter and grandchildren went to the pharmacy for a…","Oregon, USA",None,None,2021-03-23 10:51:57
1374312966032478214,vijaysankaran,"RT @ShankulDwivedi: Still govt has no clear record about ""DEATH OF DOCTORS DUE TO COVID-19"" [Read Latest Written Ans by MoS Health @Ashwini…",,None,None,2021-03-23 10:51:59
1374312966682595328,CAKriti1,"RT @RRAMESH17069512: @SAROJMA46215455 @GReformers @Infosys_GSTN @FinMinIndia @GST_Council Relief COVID-19

Reopen - Cancelled GSTIN.

Reque…",,None,None,2021-03-23 10:51:59
1374312966775005189,bridge1013,"RT @USATODAY: Fresh off the passage of the COVID-19 relief bill, President Joe Biden is assembling the next big White House priority, a swe…","Evanston, IL",None,None,2021-03-23 10:51:59
1374312968830193667,J21Coaching,RT @CharlottePMarsh: #OneYearOn it is rare to come across a person who hasn’t suffered a Covid-19 loss. Myself included...💔 Praying for bet…,B'ham & Nationwide ,None,None,2021-03-23 10:51:59
1374312969484394496,nasugbu_ph,"Nasugbu Covid-19 Update
March 23,2021

3 New Cases

34 Total Active Cases

#StaySafeAlways
#StayHomeIfPossible https://t.co/nTEJnhRSnL",Bayan Ng Nasugbu,None,None,2021-03-23 10:52:00
1374312970272968705,wawa_duan,"RT @MahaveerVJ: This is in Kuala Lumpur, Malaysia. A nurse is making the wait more bearable for people who have been waiting their turn for…",arcadia,None,None,2021-03-23 10:52:00
1374312972386926592,BrijBhu93496317,RT @Dharma2X: @Swamy39 @Karma6X @ranganaathan @colkt @nviswam @Geethabhati @vishalnautamlal @mm_0774 @RupamDu22916188 @chitrapadhi @Treasur…,"Surat, India",None,None,2021-03-23 10:52:00
1374312974073139204,dirkmate,RT @ABecenti: Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Mobile, AL",None,None,2021-03-23 10:52:01
1374312976195362819,MedFirstLtd,"Metagenomics Kits Market Research with COVID-19 | Thermo Fisher Scientific, Illumina, Perkin Elmer, Merck, Qiagen,… https://t.co/bSEkeeRTe5",UK,None,None,2021-03-23 10:52:01
1374312976467914752,Subtain41601533,RT @PresOfPakistan: US President @JoeBiden congratulated President @ArifAlvi &amp; Pakistani Nation on #PakistanResolutionDay. He said that US-…,,None,None,2021-03-23 10:52:01
1374312976820301825,ParrillaAdela,RT @kylegriffin1: USDA: The Department of Agriculture announced today a 15% increase in Supplemental Nutrition Assistance Program (SNAP) be…,,None,None,2021-03-23 10:52:01
1374312976761507849,akhilabommardy,RT @FlaShBloGLive: #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,"Hyderabad, India",None,None,2021-03-23 10:52:01
1374312978074411013,HelpHumanity1st,@thehill Preparation of a COVID-19 vaccine that can be given in tablet https://t.co/gtwVl96Vc5,,None,None,2021-03-23 10:52:02
1374312979076943873,LondonFunders,RT @CharitySoWhite: It’s been a year since the outbreak of Covid-19 &amp; our campaign urging the sector to distribute emergency funding equita…,London,None,None,2021-03-23 10:52:02
1374312980570066947,fayobserver,"The COVID-19 vaccine will not give you the virus, it won't alter your DNA, and other myths https://t.co/pbfMDZmCaP","Fayetteville, NC",None,None,2021-03-23 10:52:02
1374312981887025155,Tran6Jonny,RT @JonnyLeTran6: I hope charlotte flair give COVID-19 a figure eight 🙏🙏🙏 #WWERaw #WWEThunderDome #WWEFastlane #WrestleMania #CharlotteFlai…,,None,None,2021-03-23 10:52:03
1374312981924827140,TheSun,Live: UK marks anniversary of first COVID-19 lockdown at National Day of Reflection https://t.co/mp6cnS0v5V https://t.co/JC0jZ3MfFT,London,None,None,2021-03-23 10:52:03
1374312983141048325,VRD18023100,"RT @mpeer: UPDATE: Covid-19 vaccinations in South (East) Asia

#India: 45,070,000
#Indonesia: 7,880,000
#Bangladesh: 4,760,000
#Nepal: 1,60…",,None,None,2021-03-23 10:52:03
1374312985020174346,saglikhaberleri,Nigeria confirms 131 new COVID-19 cases https://t.co/uU97yaMi4R,Hollywood,None,None,2021-03-23 10:52:03
1374312985598906368,LJLicea16,RT @nayadontgiveaf: The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Long Beach, CA",None,None,2021-03-23 10:52:03
1374312988161806345,brown_karon,"RT @NursingNotesUK: It is believed that over 1,000 health and care workers have died after testing positive for COVID-19 since March 2020.…","Blackpool, England",None,None,2021-03-23 10:52:04
1374312991022313477,vlarcinese,"RT @R_Blundell_UCL: The pandemic has affected inequalities in education, training, wages, employment and health, including how these vary b…",London & Paris,None,None,2021-03-23 10:52:05
1374312993966620672,genla6,"RT @BNODesk: BREAKING: U.S. National Institutes of Health says AstraZeneca may have released ""outdated information"" from COVID-19 vaccine t…",,None,None,2021-03-23 10:52:05
1374312994121908224,man_like_chuchu,"RT @BourgeoisWells: FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,None,None,2021-03-23 10:52:05
1374312996659421186,RavRadSolutions,RT @ABecenti: Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Hampton Roads, VA #HRVA ",None,None,2021-03-23 10:52:06
1374312998278475777,Muchala6,Zim out smarting us,,None,None,2021-03-23 10:52:06
1374312998655815682,MalikSonia11,RT @FlaShBloGLive: #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,,None,None,2021-03-23 10:52:07
1374312999960379392,2DianaAdams,WTH? Our Governor was almost kidnapped &amp; put on trial by treason trump loyalists basement for COVID restrictions. O… https://t.co/6kZd5mTHeZ,"Oakland County, Michigan",None,None,2021-03-23 10:52:07
1374313001084420101,ladydefonollosa,"RT @thcrsrevenge: having                          disliking 
covid-19       🤝          sam wilson 
                  no taste",Poland; she/her,None,None,2021-03-23 10:52:07
1374313002237845511,ConcubhairO,RT @Thorgwen: Me thinks I am making waves. I want answers now. https://t.co/q8RiVlTar4,,None,None,2021-03-23 10:52:07
1374313002854400000,GoodDayAtlanta,RT @FOX5Atlanta: Mercedes-Benz Stadium has thousands of open appointments for those waiting to get their COVID-19 vaccinations.​  https://t…,"Atlanta, GA",None,None,2021-03-23 10:52:08
1374313004670488589,CAKriti1,"RT @RRAMESH17069512: Relief COVID-19

Reopen - Cancelled GSTIN.

Request To All # - Government of India -Ministry of Finance  - GST Council…",,None,None,2021-03-23 10:52:08
1374313005521977346,SRSankari,"RT @dwnews: As Easter approaches, a number of countries in Europe are steeling for a third wave and struggling with sluggish COVID-19 vacci…",France + Switzerland ,None,None,2021-03-23 10:52:08
1374313007791140867,xDustBuster18x,"RT @DanClarkSports: MLB has announced new mask wearing recommendations for stadiums ahead of the upcoming 2021 season. In summary, there ar…",tahlequah Oklahoma,None,None,2021-03-23 10:52:09
1374313008030121987,Naijawhatsup,Confusion As Brazil Faces COVID-19 Surge With Two Health Ministers https://t.co/6ryVXMmNdW https://t.co/LooJqTKzJZ,Nigeria,None,None,2021-03-23 10:52:09
1374313009074597890,jriekemann,"RT @CllrDineRomero: Today we mark a year since the start of the first lockdown and join the national minute’s silence at noon. 

It is hard…",Bath,None,None,2021-03-23 10:52:09
1374313011356180481,Clgnchrs,"RT @nad0227: News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: https://t.co/K1dj8Z7q8x",Moonstar,None,None,2021-03-23 10:52:10
1374313012534915073,MELVVLN,"RT @cpettway79: Again, the vaccine does NOT stop you from contracting the virus, it limits its ability to get severely sick.","Englewood, NJ",None,None,2021-03-23 10:52:10
1374313012950138890,flair4photo,RT @ABecenti: Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Lexington, SC",None,None,2021-03-23 10:52:10
1374313014514626560,eggmasalachai,RT @ABecenti: Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,,None,None,2021-03-23 10:52:10
1374313016469098502,zzcbw,"RT @OurWorldInData: Our data on COVID-19 vaccinations is updated daily: https://t.co/3imP7PqURn

Share of people with at least 1 dose:
🇮🇱 I…",,None,None,2021-03-23 10:52:11
1374313019585433602,liggeh,"RT @nad0227: News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: https://t.co/K1dj8Z7q8x",,None,None,2021-03-23 10:52:12
1374313021665726464,Naijawhatsup,"Nigeria Reports 131 COVID-19 Cases, No New Death https://t.co/O0lS6smxzT https://t.co/hwj1uZYnwc",Nigeria,None,None,2021-03-23 10:52:12
1374313022467026946,Kiptembur1,"@pulselivekenya @gladyswanga What about this👇🏿
https://t.co/1GnENUB0Bg",,None,None,2021-03-23 10:52:12
1374313023221817347,HelpHumanity1st,@ndtv Preparation of a COVID-19 vaccine that can be given in tablet https://t.co/gtwVl96Vc5,,None,None,2021-03-23 10:52:12
1374313024236949505,AsiaPost3,"Doubling time of COVID-19 cases in India falls from 504.4 days to 202.3 days, says health ministry https://t.co/Lzj8sukHbJ",,None,None,2021-03-23 10:52:13
1374313028674408449,MoJamesApted,"RT @UNICEFPacific: Solomon Islands Ministry of Health &amp; Medical Services has completed the training of its health workers, in preparation f…",Thailand - Madagascar - Egypt,None,None,2021-03-23 10:52:14
1374313029714726913,June4th,RT @ABecenti: Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Burnley, Lancashire",None,None,2021-03-23 10:52:14
1374313031161810946,Michael45533996,"RT @PoliticsPollss: Attempting to take a holiday abroad will result in a £5,000 fine under new coronavirus laws. The legislation covering C…",,None,None,2021-03-23 10:52:14
1374313033573363713,CAKriti1,"RT @RRAMESH17069512: @taxsolutions24x @nsitharaman @FinMinIndia Relief COVID-19

Reopen - Cancelled GSTIN.

Request To All # - Government o…",,None,None,2021-03-23 10:52:15
1374313036060631046,dollyeviota,"RT @mcgidotorg: As an organization taught to do good unto all, MCGI keep on finding ways for its charitable and evangelical works to contin…",,None,None,2021-03-23 10:52:15
1374313039953006592,niamh7777,RT @VoiceforTeacher: Now you know.,,None,None,2021-03-23 10:52:16
1374313040355725314,ParamSinghhh,RT @nayadontgiveaf: The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,,None,None,2021-03-23 10:52:16
1374313040410214403,Big_Bysh,RT @ovosyndicate: Lol you can still get COVID even after being vaccinated. The point of the vaccine is literally to teach the immune system…,,None,None,2021-03-23 10:52:16
1374313039667867649,Kenyans,4 reasons why Covid-19 is spreading fast in the country. https://t.co/AHqDSp6g4a,"Nairobi, Kenya",None,None,2021-03-23 10:52:16
1374313042415091715,SandraFlamencoS,"RT @iElielSepulchro: This virtual assistant's income doubled to $4,156 a month as the remote back-room work industry boomed in the COVID-19…",,None,None,2021-03-23 10:52:17
1374313042486386692,_Swipajay_,"RT @BourgeoisWells: FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",Chicago ,None,None,2021-03-23 10:52:17
