Author,Text,User Location,Country_Code,Tweet Country,created_at,Emotion
ashokdatta108,_news Preparation of a COVID-19 vaccine that can be given in tablet ,,None,None,2021-03-23 10:53:46,fear
AJcentlines," : If you do, you are a ""racist."" The emergence of multiple variants of the original virus only underscores the mounting costs…",Philippines,None,None,2021-03-23 10:53:46,anger
EmekaOkoloH2," :  COVID-19 Vaccination Update in 36 States + the FCT. 

How’s your State performing?

#YesToCOVID19Vaccine …","Lagos, Nigeria",None,None,2021-03-23 10:53:46,fear
MalaikaShah707,"Joe Ghartey calls for decongestion of prisons over COVID-19

Full Story: 

#StarrNews #GHOneNews",Planet Earth,None,None,2021-03-23 10:53:47,fear
sprklspacerngr,2021-03-23 10:54:17,Space,PAK,None,2021-03-23 10:53:47,fear
kevshann," : Lockdown Sceptics has published an excellent, very thorough demolition of the critique of the Great Barrington Declaration…",Glasgow,GBR,None,2021-03-23 10:53:47,fear
Noor69370377," : We'd like to show sweet support to those who have received the COVID-19 Vaccine. Starting today, bring your Vaccine Card t…",Pakistan,GBR,None,2021-03-23 10:53:48,joy
DavyYueNotMe," : After April 1, anyone who is over 45 years will get Covid-19 vaccination. This is a welcome step! However, at the current…","Nashville, TN",GBR,None,2021-03-23 10:53:48,joy
drpetersaunders,"During the COVID-19 pandemic the Sonowal govt created a commission of inquiry with
prominent economists,the 1st tab… ",London,GBR,None,2021-03-23 10:53:49,fear
vfdGBR, _otero: it is a shame Super Metro are making mad profits than Kenya Airways,London,GBR,None,2021-03-23 10:53:49,fear
Justsay42740408," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,None,None,2021-03-23 10:53:49,anger
Azeem_Majeed," : We'd like to show sweet support to those who have received the COVID-19 Vaccine. Starting today, bring your Vaccine Card t…",,IND,None,2021-03-23 10:53:50,joy
COVIDIOTNATION," : Even with a Newport postcode () I've got a 1 in 26,316 chance of having a Covid-19 associated death.
I've got a 1 in 240…",,IND,None,2021-03-23 10:53:50,fear
realmaheshcbe, _USA: Doctors Without Borders teams have been providing medical care in Syria for a decade. The consequences of COVID-19 on a precar…,Nation first Proud Indian🇮🇳 💯,IND,None,2021-03-23 10:53:50,fear
Greg0706," : As an organization taught to do good unto all, MCGI keep on finding ways for its charitable and evangelical works to contin…",,None,None,2021-03-23 10:53:51,fear
90minuteipa, : OMG!  Love the parking brake at the very end! ,Philly,None,None,2021-03-23 10:53:51,joy
zeengggg, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,shangri La,None,None,2021-03-23 10:53:51,joy
HelpHumanity1st," _southwark: The impact of COVID-19 has been felt deeply across our borough over the last year, and today we reflect on the lives trag…",,None,None,2021-03-23 10:53:52,sadness
lreynajr," : Australia didn’t eliminate COVID-19 by luck.

When the second wave began in Melbourne, our Prime Minister wanted us to learn…",Earth,,None,2021-03-23 10:53:53,anger
_EileenMelissa," : This is not great  

""AstraZeneca’s Covid-19 vaccine may have relied on 'outdated information' that 'may have provided a…",,,None,2021-03-23 10:53:53,fear
moketemsibi,'India has reported substantially lower IFR--deaths relative to total infections--than many other countries, India'… ,,None,None,fear
SirWalau, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,Hong Kong Republic,GBR,None,2021-03-23 10:53:53,fear
AnnCatLucile," : COVID-19: Dexamethasone may have saved lives of 1 million COVID sufferers 

 Dexamethasone,…",Colorado,GBR,None,2021-03-23 10:53:54,fear
ChristelDBruijn,"LGUs, private sector should only buy COVID-19 vaccines under tripartite agreement with nat'l gov't: Galvez | ABS-CB… ",GBR,GBR,None,2021-03-23 10:53:54,fear
ZMantzouri,Obesity rates aren't bad enough,Ελλάς,GBR,None,2021-03-23 10:53:55,neutral
aliceemilyjx, Preparation of a COVID-19 vaccine that can be given in tablet ,"Liverpool, England",GBR,None,2021-03-23 10:53:55,fear
semadivad, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"London, England",GBR,None,2021-03-23 10:53:56,fear
AndyScottTurner,"SLOW RECOVERY: As the state of Illinois loosens covid-19 guidelines on large gatherings, local business owners shar… ","South West, England",GBR,None,2021-03-23 10:53:57,fear
ixxa1029," : Johnson's empty words, offering his condolences while still refusing to meet with Covid-19 Bereaved Families for Justice Gr…",,None,None,2021-03-23 10:53:57,sadness
georgmerza, : A town mayor in Cebu admitted he got inoculated with a COVID-19 vaccine ahead of the municipality’s frontliners. …,,None,None,2021-03-23 10:53:57,fear
WesternCapeDA," : If you can or know any person or organization that can help by donating an Oxygen tank, or O negative blood, please call,…","Western Cape, South Africa",IND,None,2021-03-23 10:53:57,fear
dotnico,"SLOW RECOVERY: As the state of Illinois loosens covid-19 guidelines on large gatherings, local business owners shar… ",Somewhere in Northern Italy,IND,None,2021-03-23 10:53:58,fear
mzbrwnsgr101," : Imran Khan has COVID-19 after vaccination. 

What headlines don’t tell you:

1. He tested +ve 2 days after first dose of vac…",Indiana,IND,None,2021-03-23 10:53:58,fear
kc_sherri," : Imran Khan has COVID-19 after vaccination. 

What headlines don’t tell you:

1. He tested +ve 2 days after first dose of vac…","Lafayette, IN",None,None,2021-03-23 10:53:59,fear
peanut_tv," _PR: An alleged fraudster, Collins Samuel, who obtained $8000 as Covid-19 benefit from the US state of Virginia, has been convicte…",Meanjin/Brisbane,None,None,2021-03-23 10:53:59,anger
rosend7sarabia," : Ok, here goes: my attempt to sum up some of the experiences and lessons from the way Covid-19 has played out in this pa…",,USA,None,2021-03-23 10:53:59,joy
cltkidlit,All above 45 eligible for Covid-19 vaccination from April 1 and more: Watch the top headlines at this hour.… ,,USA,None,2021-03-23 10:53:59,fear
jillyjillzzz," : I’m not anti-vaccine, but I find it odd that the CDC says the 1,900 deaths that have occurred soon after COVID-19 vaccinati…","Brooklyn, NY",USA,None,2021-03-23 10:54:00,sadness
sonalikarnick," _C:  It's not about saving lives: ""Care homes ‘pushed’ into accepting positive Covid-19 patients   -   Nursing…","ÜT: 43.686529,-79.405845",None,None,2021-03-23 10:54:00,fear
rachael_whyte," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Meath, Ireland",USA,None,2021-03-23 10:54:00,anger
JacquiVotesBlue, : Krispy Kreme is offering a free doughnut in the U.S. to anyone who has received the COVID-19 vaccine. This will go on…,Wisconsin ,USA,None,2021-03-23 10:54:01,fear
shinnick_g," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ",New York City,USA,None,2021-03-23 10:54:01,anger
HelpHumanity1st," : Private sector, thank you! ",,USA,None,2021-03-23 10:54:01,joy
xavierdegraux,"Incomplete data stalls Swiss authorisation of Covid-19 vaccines  

CONDIVIDERE!",Belgique,None,None,2021-03-23 10:54:01,fear
clinthe," : Kogi: Yahaya Bello collected palliatives, must accept COVID-19 vaccines - Dinoone,None,2021-03-23 10:54:30
1374313599947132930,thepaulhart, : 17 people died yesterday who had had a positive Covid test in the previous 28 days.","Philadelphia, US & Oxford, GBR",USA,None,2021-03-23 10:54:02,fear
BertBervoets,None,"The Hague, The Netherlands",GBR,None,2021-03-23 10:54:02,neutral
MediaHound89, Preparation of a COVID-19 vaccine that can be given in tablet ,United States,USA,None,2021-03-23 10:54:02,fear
FinancialNews," : ""The number that I wish media outlets would reference ... is not 79% effectiveness but its 100% effectiveness in completely prev…",London,GBR,None,2021-03-23 10:54:02,fear
D_McWilliam10, : Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery after he tests Covid-19 positive - Times of India …,,None,None,2021-03-23 10:54:03,joy
geoorga,"Nurse Millie Magadlela was one of our staff members who took ill with COVID-19 herself.

As we reflect on… ",SAT ✈️ ATL,None,None,2021-03-23 10:54:03,sadness
drakesadvocate,Join us at 12pm today for a minute's silence as we reflect and remember everyone who lost their life to COVID-19 … ,Club Paradise🌴.,USA,None,2021-03-23 10:54:03,sadness
marknealx," : vaccination + pre-departure COVID-19 test + home quarantine for 1 week + post-quarantine COVID-19 test.

Easy strat to l…",,None,None,2021-03-23 10:54:03,fear
WLWT," : Truth be told, COVID-19 took so much away from us. We smile, laugh and live through the pain just so we can go on living bu…","Cincinnati, Ohio, USA",USA,None,2021-03-23 10:54:04,sadness
earthyrose," : Imran Khan has COVID-19 after vaccination. 

What headlines don’t tell you:

1. He tested +ve 2 days after first dose of vac…",,GBR,None,2021-03-23 10:54:04,fear
OmriWolfe,Sinovac says its COVID-19 vaccine is safe for children as young as 3 ,,None,None,2021-03-23 10:54:04,fear
nochillchels_, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Los Angeles, CA",GBR,None,2021-03-23 10:54:04,fear
MdZulei," : Help patients feel good about the recently-approved COVID-19 vaccines. Share our AstraZeneca, and Johnson &amp; Johnson patient…",,None,None,2021-03-23 10:54:05,joy
JeffreyJDean, _pettinicchio: Yes this is already an issue. This is what my study with   _lGBRk is about in _Health…,"Manchester, England",GBR,None,2021-03-23 10:54:05,fear
UpNorthPandy," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ",North Carolina,None,None,2021-03-23 10:54:05,anger
Community_TBG," : One year on from the GBR's first lockdown, we've joined the Yellow Hearts to Remember campaign, supporting bereaved families…","Barnet, London",GBR,None,2021-03-23 10:54:05,sadness
pegquann, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,"Bucks County, PA",None,None,2021-03-23 10:54:05,joy
Brianne14437909, : Enough is enough! #LetUsBackToAus #InternationalStudentsAustralia #LetAusPhDStudentsEnter #extend485visas #freezeourvisas,Ireland,None,None,2021-03-23 10:54:06,fear
chxnqzn," : During the COVID-19 pandemic the Sonowal govt created a commission of inquiry with
prominent economists,the 1st tabled re…",Philippines,GBR,None,2021-03-23 10:54:06,fear
Humph, : Turns out it's easier with the opposition not voting 90% against every one of them. ,,None,None,2021-03-23 10:54:06,neutral
ActiveWithEY, : Lol you can still get COVID even after being vaccinated. The point of the vaccine is literally to teach the immune system…,"Withernsea, England",GBR,None,2021-03-23 10:54:06,neutral
Stephh_Guzmann," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,None,None,2021-03-23 10:54:06,anger
pan_david12,"Presidential Spokesperson Harry Roque defends the inter-agency body amid calls for its abolition, saying it can’t b… ",𝘾𝙖𝙡𝙖𝙗𝙖𝙧,None,None,2021-03-23 10:54:06,anger
frncsmark," : #THINKTODAY no matter what your opinion is about Covid-19 together,can we please show mass respect,love,care.Enormity o…","Tacloban City, Philippines",None,None,2021-03-23 10:54:06,fear
mrkgutzz, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,Wonderland,None,None,2021-03-23 10:54:06,fear
vinayaravind,"Everyone above the age of 45 will be able to get the COVID-19 vaccine from April 1, said Union Minister Prakash Jav… ",Chennai,None,None,2021-03-23 10:54:07,joy
HelpHumanity1st," : A review of previous research has found about 1 in 3 patients hospitalized with COVID-19 suffer long-term health issues, inclu…",,None,None,2021-03-23 10:54:07,fear
AssamNews5,_bm Preparation of a COVID-19 vaccine that can be given in tablet ,,None,None,2021-03-23 10:54:08,fear
NCnnn92, _tarello: The Minnesota Department of Health reported 0 additional COVID-19 deaths this Monday across Minnesota... That has not hap…,,None,None,2021-03-23 10:54:08,fear
Kerstin1998red, : ‘The Chi’ Has Halted Season 4 Production After Positive Covid-19 Test on Set-chi…,,None,None,2021-03-23 10:54:08,fear
moneymessage_, : friendly reminder that men who have sex with men aren’t allowed to donate blood unless they’ve been abstinent for 3 months (…,,USA,None,2021-03-23 10:54:08,anger
stevengray31," : We must leverage ""youth power"" to #BuildBackBetter as we tackle the Covid-19 pandemic!.  #KenyaNiMimi  _a…",london,None,None,2021-03-23 10:54:10,fear
eLearningCB," : Starting April 01st, anyone above 45 years can get the Covid-19 vaccine. I appeal to all eligible citizens to get vaccinated an…","London, England",USA,None,2021-03-23 10:54:10,fear
nadimunyuuuhhh," : Denmark suspends AstraZeneca’s COVID-19 vaccine following reports of blood clots, 1 death   

Pu…","Quezon City, National Capital ",None,None,2021-03-23 10:54:10,fear
DeJantew, : [Fake News alert] The below information is false and does not come from #SASSA. The special COVID-19 SRD grant has only b…,"Rotterdam, NY",USA,None,2021-03-23 10:54:10,fear
depiirahma, : New on our blog: With more than 85 NHS organisations now offering a tech-enabled virtual ward to support COVID-19 patients at hom…,Jakarta - Yogyakarta PP ||,None,None,2021-03-23 10:54:11,fear
anyioflagos," _conn: The GBR's Covid-19 crisis #OneYearOn; 

Our ⁦⁩ read about how the government let the virus spread, advised that man…",,IND,None,2021-03-23 10:54:11,fear
oneymca," : Truth be told, COVID-19 took so much away from us. We smile, laugh and live through the pain just so we can go on living bu…","Herts, Beds and Bucks ",None,None,2021-03-23 10:54:12,sadness
pkalp01, Macron and  can take the sole blame for this,"Mumbai, India",IND,None,2021-03-23 10:54:13,anger
emeraldsereneo," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.0SV8dsAF4",,None,None,2021-03-23 10:54:13,fear
IritYakhnes," : If you care for a loved one and you're eligible for the Covid-19 vaccine, you can now book online or by calling 119",ישראל,IND,None,2021-03-23 10:54:14,joy
HelpHumanity1st, Preparation of a COVID-19 vaccine that can be given in tablet ,,None,None,2021-03-23 10:54:15,fear
PriyaRaju,Marketers Plan Giveaways for Covid-19 Vaccine Recipients  ,"Chennai, India",Accra - Ghana - Africa,None,2021-03-23 10:54:15,fear
AynLade," : Today marks one year since the first GBR lockdown. Since then, millions of peoples’ lives have been changed as a result of…",not far from you.,USA,None,2021-03-23 10:54:16,fear
Starr1035Fm, : A recap of major milestones and achievements of the Government &amp, People of Pakistan in the past year despite the chall…,Accra - Ghana - Africa,None,None,fear
TonyFratto," : 543,000 people dead from COVID-19 in the United States

543,000 people - think about that","Washington, DC USA",USA,None,2021-03-23 10:54:17,fear
karldota," _iannattone: Yes, the criticism of the  for not stating very clearly that #COVIDisAirborne — over a year into the pandemic with…",,None,None,2021-03-23 10:54:17,fear
olusegunakanbiB, : 145 House Republicans refuse to say whether they've been vaccinated against COVID-19 ,"Lagos, Nigeria",None,None,2021-03-23 10:54:17,fear
PaulSpe13674058,"During the COVID-19 pandemic the Sonowal govt created a commission of inquiry with
prominent economists,the 1st tab… ",,None,None,2021-03-23 10:54:17,fear
twoate,So mfs really paying.... to go get injected w/ covid ? and walk out w the same amount of immunity ¿,,None,None,2021-03-23 10:54:17,anger
SubratK82634557," : BREAKING: U.S. National Institutes of Health says AstraZeneca may have released ""outdated information"" from COVID-19 vaccine t…",,None,None,2021-03-23 10:54:17,fear
VinayDokania," : Bauchi State is doing well, and we will continue to do more to fight the limitations caused by #COVID19. We are taking…","कोलकाता, भारत",None,None,2021-03-23 10:54:18,fear
_Buck0," : 1)AstraZeneca vaxx: NOT SO ""SAFE"" AND ""EFFECTIVE"" AFTER ALL.

2)Gee, thanks for your ""concern,"" NIAID.

3)Silicon Valle…",Man cave,None,None,2021-03-23 10:54:18,fear
WhoaBri_," : Before Ramadan 
Muslims said that according to Hadith , on the 22nd or 23rd day of Ramadan, ""Sumaiya Tara""would come out, w…",FVSU Alum,None,None,2021-03-23 10:54:18,fear
alisadalestrick," : Israel and New Zealand have given interim approval for the sale of Enovid, the nasal spray created by  which could…","Winterville, NC",USA,None,2021-03-23 10:54:18,fear
Letusbefree4,"this man's rhetoric is good at provoking the general populace, but the socially aware and proactive individuals wil… ",,None,None,2021-03-23 10:54:19,fear
MemyselfandI019,"Inequalities in education, skills, and incomes in the GBR: The implications of the COVID-19 pandemic | Inequality: t… ","Washington, DC",,None,2021-03-23 10:54:19,sadness
BraderNgTundo," _Pinnu: Anybody over 45 years will get Covid-19 vaccine from April 1: Centre
Decision taken at the union cabinet meeting. Adequ…","Lungsod ng Maynila, Pambansang",GBR,None,2021-03-23 10:54:20,fear
joann_cubberly, : US President  congratulated President  &amp, Pakistani Nation on #PakistanResolutionDay. He said that US-…,GBR,None,None,fear
GMonaha," : People need to stand firm, now is the time

Do not comply with any such Nazi laws built on the sand of propaganda

If they…",London,GBR,None,2021-03-23 10:54:20,fear
StMichaels_SE16, _tweets: This might be of interest for our Arab region: Interpreters’ narratives of the Covid-19 in Qatar ,London,GBR,None,2021-03-23 10:54:21,fear
georgmerza,"AstraZeneca’s COVID-19 vaccine trial results may have included ""outdated information,"" U.S. officials say ",,IND,None,2021-03-23 10:54:21,anger
liridon_k," : The latest COVID-19 cases in the Cape Metro:

Confirmed cases – 177,509
Confirmed cases in the past week – 525
Confirmed r…",,USA,None,2021-03-23 10:54:21,fear
UntergrundmannG," _victims: New paper from  group :

Collateral damage for failing to do in the times of COVID-19 
 

Cance…","Bengaluru South, India",IND,None,2021-03-23 10:54:21,fear
nochillchels_, _tx: We just announced that the Philippines has secured 7 million additional doses of our COVID-19 vaccine through a new supply…,"Los Angeles, CA",USA,None,2021-03-23 10:54:21,joy
pettet50, : JUST IN: Another 888 covid-19 cases and 7 deaths in Delhi over the last 24 hours. Positivity rate increases to 1.32% …,EU,None,None,2021-03-23 10:54:21,fear
DrTonyLeachon, : So mfs really paying.... to go get injected w/ covid ? and walk out w the same amount of immunity ¿ ,,None,None,2021-03-23 10:54:21,fear
_Goodie__, _Compliance: It is permissible for an institution to provide reasonable benefits or expenses to a volunteer coach to assist with thei…,,None,None,2021-03-23 10:54:21,anger
HelpHumanity1st, : One Year into the Pandemic: Implications of COVID-19 for Social Determinants of Health   @…,,None,None,2021-03-23 10:54:22,fear
awillrosewater," : Kogi: Yahaya Bello collected palliatives, must accept COVID-19 vaccines - Dino Melaye - Daily Post Nigeria …",,None,None,2021-03-23 10:54:22,fear
WGEM," _S_J: Mississippi woman set up vaccination appointments for the elderly and drove them too. 

80 people vaccinated, countless lives…","Quincy, Illinois",None,None,2021-03-23 10:54:22,fear
mojos55," : It is believed that over 1,000 health and care workers have died after testing positive for COVID-19 since March 2020.…",Lancashire,None,None,2021-03-23 10:54:23,sadness
kristinaabusch," : BREAKING: Firm awarded £16.2m across multiple Covid-19 contracts has extensive links to the Conservatives.

Softcat Plc…",Satan’s Armpit ,None,None,2021-03-23 10:54:23,anger
AdahTatiana," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ","Nairobi, Kenya",None,None,2021-03-23 10:54:23,anger
Don_WGEM, Preparation of a COVID-19 vaccine that can be given in tablet ,"Quincy, IL",None,None,2021-03-23 10:54:23,fear
maay4a,"NHS and social care to receive £7bn COVID-19 response funding.

",,None,None,2021-03-23 10:54:23,joy
datincopie,"City of Memphis opens COVID-19 vaccinations to everyone 45+, says those 16+ eligible Friday ",haikal's heart,GBR,None,2021-03-23 10:54:23,fear
Brights35184826,Twenty-eight hospitals across Metro Manila no longer have available intensive care unit (ICU) beds for COVID-19 pat… ,Earth,IND,None,2021-03-23 10:54:23,sadness
TrueHeresy,The New Jersey Department of Community Affairs has opened their lottery to assist both Renters and Landlords with a… ,"Manchester, England",USA,None,2021-03-23 10:54:24,fear
editorji, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,"Sultanpur, New Delhi",IND,None,2021-03-23 10:54:25,joy
angiejo55196253, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,AMERICA LAND OF THE FREE.,USA,None,2021-03-23 10:54:25,fear
ANoble63393050,"COVID-19 in Switzerland

Variants: latest analysis by the scientific task force. There seems to have been a surge i… ",,None,None,2021-03-23 10:54:25,fear
Ang_1k,"7.01.2020; Prophet Elvis prophesied about a controversial scholar that would come to Uganda. 
3 months later, Kadag… ",miami,None,None,2021-03-23 10:54:26,fear
Maureen_eze39, : We went all-out to tackle Covid-19 – TB needs the same approach ,Nigeria,None,None,2021-03-23 10:54:27,fear
patriciaphobic,To shave or not to shave? How beards may affect Covid-19 risk ,,None,None,2021-03-23 10:54:27,fear
polnix,"GLOBAL COVID-19 UPDATES: EU slams AstraZeneca for production shortfalls
#Europe
#China
#AsiaPacific
#IndoChina… ",sa ilalim ng puting ilaw,None,None,2021-03-23 10:54:28,fear
Nonnepossopi1,"In pictures: A year of the Covid-19 pandemic in North East England 

 

… ",,USA,None,2021-03-23 10:54:28,fear
jideayobolu,To shave or not to shave? How beards may affect Covid-19 risk ,"Lagos, Nigeria",None,None,2021-03-23 10:54:28,fear
DeJantew," : 1)AstraZeneca vaxx: NOT SO ""SAFE"" AND ""EFFECTIVE"" AFTER ALL.

2)Gee, thanks for your ""concern,"" NIAID.

3)Silicon Valle…","Rotterdam, NY",USA,None,2021-03-23 10:54:29,fear
_siva_k, : DoorDash to offer on-demand delivery of COVID-19 test kits  #8NN,,None,None,2021-03-23 10:54:30,fear
thepaulhart," : With the rise in COVID-19 cases and VOCs in #KFLA, the class order has been revised and extended in the city of Kingston from M…","Arco, Trentino-South Tyrol",GBR,None,2021-03-23 10:54:30,fear
HelpHumanity1st," : Exciting news! Our third #SkillsBridge is now live. 

Step into Digital Technologies launched today on the …",,None,None,2021-03-23 10:54:30,fear
AnnMB48,"""The COVID-19 pandemic – and the remote work trend – has made people less willing to relocate for work... 

But it… ",Warrington England,GBR,None,2021-03-23 10:54:30,fear
Alak49843749,"New blog post: ""COVID-19 Speeds Adoption of Direct-to-Patient &amp; Virtual Clinical Trials."" QuickSTAT's Scott Ohanesi… ",,None,None,2021-03-23 10:54:31,fear
NTeesHpoolNHSFT," GBP/USD Outlook: Cable Falls To Six-Week Low, Deflated By Fading Risk Sentiment On Negative COVID-19 News",North East England,GBR,None,2021-03-23 10:54:31,fear
toolbox_tweets," : A National Guard convoy transporting doses of the COVID-19 vaccine was ambushed Monday morning in west Texas, according t…",,None,None,2021-03-23 10:54:31,fear
bibekkrshah," : Today on 23 March 2021, the Embassy organized 81st Pakistan Day Flag Hoisting Ceremony at the Chancery. Due to Covid-19 p…",Nepal,None,None,2021-03-23 10:54:32,fear
Santu_Delux,"COVID-19 variants rise in some states, adding urgency to vaccine push - Bloomberg ","Pretoria, South Africa",USA,None,2021-03-23 10:54:32,fear
niiniiyy_li,Join  in marking the anniversary of the first COVID-19 lockdown at 12pm or 8pm today… ,,None,None,2021-03-23 10:54:32,joy
usatodaysun21, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"California, USA",USA,None,2021-03-23 10:54:33,fear
linabelenm, _Wright: Today is being marked as a #NationalDayofReflection and  is inviting us to tie a yellow ribbon on a tr…,,CAN,None,2021-03-23 10:54:33,fear
MindingtheBrain," : Truth be told, COVID-19 took so much away from us. We smile, laugh and live through the pain just so we can go on living bu…","Ottawa, Ontario",None,None,2021-03-23 10:54:33,sadness
PoliticsofEmpo1,It appears somebody has neglected to update the Covid-19 app since yesterday. Still giving Sunday's figures on my p… ,"Toronto, Ontario",CAN,None,2021-03-23 10:54:34,anger
dfrancescagbrll,". .  Fire them all and employ whites.
Government workers demand an 80% increase in their minimum wage… ",🦠,None,None,2021-03-23 10:54:34,anger
SrtaRitaL, : “People in the 20% most deprived parts of England were twice as likely to die from COVID-19 and they died at younger ages.…,Acá no más,None,None,2021-03-23 10:54:34,fear
drbobgill, : via  - How Artificial Intelligence Can Slow the Spread of COVID-19  #analytics #da…,Kent,None,None,2021-03-23 10:54:35,fear
bibekkrshah," : Situation at The Medical City.

Hospital has declared full capacity for COVID-19 patients. All 120 beds reserved for patien…",Nepal,None,None,2021-03-23 10:54:35,fear
Nil_deshbhratar, : To shave or not to shave? How beards may affect Covid-19 risk ,,None,None,2021-03-23 10:54:36,fear
Eurydic06477286, @_traffordcentre: Today we'll be joining 's #NationalDayofReflection to mark the anniversary of the first GBR Covid-19 lockd…,,None,None,2021-03-23 10:54:36,fear
Niraaaat, : To shave or not to shave? How beards may affect Covid-19 risk ,,None,None,2021-03-23 10:54:37,fear
debbie_snax, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,Somewhere probably struggling,None,None,2021-03-23 10:54:37,joy
cnnphilippines," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ",Philippines,None,None,2021-03-23 10:54:38,anger
keigy24,Tell me na nakalockdown without telling me na nakalockdown eme eme eme.,,IND,None,2021-03-23 10:54:38,fear
_ines____," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Porto, Portugal",None,None,2021-03-23 10:54:39,anger
LogicalIndians,"TODAY at 12pm GMT , Free and open to all: Practice, policy and politics: how general practice has responded t… ",India,IND,None,2021-03-23 10:54:39,fear
downieguy60, Preparation of a COVID-19 vaccine that can be given in tablet ,"Hespeler Village, Ontario",None,None,2021-03-23 10:54:40,fear
HelpHumanity1st," :  GBP/USD Outlook: Cable Falls To Six-Week Low, Deflated By Fading Risk Sentiment On Negative COVID-1…",,USA,None,2021-03-23 10:54:40,fear
DavidJW85570923,Budgam school closed for five days after 9 students test COVID-19 positive ,,None,None,2021-03-23 10:54:40,fear
HOODCOMMITTYREC, : Who out there is planning to eat a krispy kreme donut every single day but would have been deterred by the price,EST '05 NYC,USA,None,2021-03-23 10:54:40,anger
emotionalfeline," _Org: Today marks 1 year since the GBR entered its first historical lockdown 

COVID-19 has brought about a global death toll of 2.…",above and below,IND,None,2021-03-23 10:54:41,fear
KorieUNFPA,The Business Research Company’s 3D Printer Global Market Report 2021: COVID-19 Growth And Change To 2030 ,"Abuja, Nigeria",None,None,2021-03-23 10:54:41,fear
vikram2king,The Business Research Company’s Veterinary Imaging Equipment Global Market Report 2021: COVID-19 Growth And Change… ,Bangalore,IND,None,2021-03-23 10:54:41,fear
Testaclease5," : ‼HELP ‼

Not SB19 related, but I just want to help my close friend dahil nag positive sa Covid-19 and naka confine Papa…","Houston, TX",None,None,2021-03-23 10:54:41,fear
MissLesegoS,The Business Research Company’s PCR And Realtime PCR Testing Global Market Report 2021: COVID-19 Implications And G… ,South Africa,USA,None,2021-03-23 10:54:41,fear
TolaSargeant, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,,None,None,2021-03-23 10:54:41,fear
Hazmat25, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,New York,USA,None,2021-03-23 10:54:41,fear
Skamza,"As of March 22, the total number of confirmed Covid-19 cases was at 1 538 451. The total number of deaths 52 196 wi… ",Johannesburg ,None,None,2021-03-23 10:54:42,fear
spainlover19631, Preparation of a COVID-19 vaccine that can be given in tablet ,,USA,None,2021-03-23 10:54:42,fear
Better28, : . tells us that vaccine certificates would be discriminatory as there are a whole series of legitimate reaso…,Baltimore,GBR,None,2021-03-23 10:54:42,fear
dysproXdickgirl, _otero: it is a shame Super Metro are making mad profits than Kenya Airways ,BLACK LIVES MATTER!!,USA,None,2021-03-23 10:54:44,fear
McesRachel," : Starting April 01st, anyone above 45 years can get the Covid-19 vaccine. I appeal to all eligible citizens to get vaccinated an…","Bristol, England",GBR,None,2021-03-23 10:54:45,fear
JonKing98115241," : ALL-TIME HIGH

The Philippines recorded its highest additional cases of COVID-19 in a day on Monday, March 22, 2021, at…",,None,None,2021-03-23 10:54:45,fear
CarersSurrey, : The Neymar Jr. Institution which helps underprivileged children in Sao Paolo has been closed for a year due to the COVID-19 p…,"Surrey, GBR",GBR,None,2021-03-23 10:54:45,anger
HelpHumanity1st,This shit is exhausting.,,GBR,None,2021-03-23 10:54:46,anger
HirschScott1, : Twenty-eight hospitals across Metro Manila no longer have available intensive care unit (ICU) beds for COVID-19 patients as of…,,PAK,None,2021-03-23 10:54:46,sadness
AoifeIsherwood, : A year of Covid-19 lockdowns has cost the GBR economy £251 billion – the equivalent of the entire annual output of the…,"Manchester, England",GBR,None,2021-03-23 10:54:47,anger
