Author,Text,User Location,Country_Code,Tweet Country,created_at,Emotion
LilaDream2," : Private sector, thank you!",,None,None,2021-03-23 10:50:12,0
CAKriti1,Private sector  Tas inatake yung Colourette owner for asking,,None,None,2021-03-23 10:50:13,2
annasilvani," : Relief COVID-19

Reopen - Cancelled GSTIN.

Request To All # - Government of India -Ministry of Finance  - GST Council…",☘P.l.a.n.e.t...C.o.v.i.d🌍,None,None,2021-03-23 10:50:13,2
edaverneda, : Krispy Kreme offering free doughnuts for getting vaccinated is like Marlboro offering free cigarettes for getting a flu shot.…,Barcelona,None,None,2021-03-23 10:50:13,2
_yvnglyric," : Now: Israeli gov't meeting over nat'l security matter, 2 days after PM Netanyahu left in midst of COVID cabinet meeting to…",,IND,None,2021-03-23 10:50:13,2
ShycocanCorp, _tx: We just announced that the Philippines has secured 7 million additional doses of our COVID-19 vaccine through a new supply…,"Bengaluru, India",IND,None,2021-03-23 10:50:14,0
eldercarewdstck," : For the first time since January 2, El Paso health authorities reported no deaths associated with COVID-19 Sunday. 

…","Woodstock, GA",None,None,2021-03-23 10:50:14,2
RossosAndreas," : Breaking News: U.S. officials said AstraZeneca might have included outdated information from its Covid-19 vaccine trial, provi…","Helsingborg, Sverige",None,None,2021-03-23 10:50:15,3
tmyersemail," :  

My inspiration...my first tweet ever was 2/10 &amp; I haven't stopped &amp; won't stop until it is available…",,None,None,2021-03-23 10:50:15,2
digital__de," _1: I’m Bruno Amato. I’m running for Congress to defeat Republican Kevin McCarthy, who voted AGAINST COVID-19 relief for thou…",wi-mobile Prof. Pousttchi GmbH,None,None,2021-03-23 10:50:15,2
chikitooe," : No doubt, unity is something to be desired, to be striven for, but it cannot be willed by mere declarations.
Thank you fo…",,None,None,2021-03-23 10:50:15,0
_k8pings," _Biologist: Being vaccinated doesn’t mean you can “go back to normal”.

The vaccine lowers risk of death &amp; hospitalization, which t…",,None,None,2021-03-23 10:50:16,2
CAKriti1,"At this rate, there's going to be a tinfoil shortage innie Kaap.

What a bunch of thick boxes!",,None,None,2021-03-23 10:50:16,3
_tammers,COVID-19 in Quebec: What you need to know Tuesday ,#coleworld,None,None,2021-03-23 10:50:17,2
OfeliyaDD, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,Kyiv,None,None,2021-03-23 10:50:17,0
jamfredrik, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,Republic of the Philippines,None,None,2021-03-23 10:50:17,2
steephnicole,"Check out this tweet placed on a geomap at coordinates [14.528924,121.0676964] 

See the map here:… ","Austin, TX",None,None,2021-03-23 10:50:18,2
lauras_living,"I am a little hesitant to get the vaccine, but god damnit I might have to get it for this reason alone:",Texas,None,None,2021-03-23 10:50:18,2
jojo49547318," : _KamalSoni  _Council Relief COVID-19

Reopen - Cancelled GSTIN.

Request To All # - Government of…",,None,None,2021-03-23 10:50:18,2
halesr2539, : Did you know? #HCDSB's Parent Engagement Session: Mental Health &amp, Well-Being During COVID-19 will be streaming LIVE on March 25…,USA,None,None,2
JoshuaAtayde2,"11 Sneaky Signs You Have Health Anxiety Because Of The Pandemic (HuffPost)

We're more than a year into the COVID-1… ","New York, USA",USA,None,2021-03-23 10:50:19,2
BlancaGlezAlba," _1: I’m Bruno Amato. I’m running for Congress to defeat Republican Kevin McCarthy, who voted AGAINST COVID-19 relief for thou…","Sevilla, España",None,None,2021-03-23 10:50:19,2
LeeJay_fivefour, : #BreakingNews BERLIN (Reuters) - Germany is extending its lockdown until April 18 and calling on citizens to stay at home…,Cape Town,None,None,2021-03-23 10:50:19,2
CBCMontreal, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Montreal, Quebec",None,None,2021-03-23 10:50:20,2
ChrisPe13881283,"11 Sneaky Signs You Have Health Anxiety Because Of The Pandemic (HuffPost)

We're more than a year into the COVID-1… ",,USA,None,2021-03-23 10:50:21,2
JETBallin," : Cabinet approves COVID-19 vaccination for people above 45 years of age from April 1, says Prakash Javadekar - …","Hemet, CA",USA,None,2021-03-23 10:50:21,2
Curiociti1," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",APAC,None,None,2021-03-23 10:50:22,3
BrewCrewBenny," : Relief COVID-19

Reopen - Cancelled GSTIN.

Request To All # - Government of India -Ministry of Finance  - GST Council…",Miller Park,None,None,2021-03-23 10:50:22,2
CAKriti1, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,,None,None,2021-03-23 10:50:23,2
MsD_QOH," : Ok, here goes: my attempt to sum up some of the experiences and lessons from the way Covid-19 has played out in this pa…",,None,None,2021-03-23 10:50:23,0
Parenting_b, : COVID-19 won't even be close to the deadliest pandemic in human history. But if will by far be the dumbest.,Internet,None,None,2021-03-23 10:50:23,2
CHQM8_tx," : Public health officials, like Dr. Fauci, and the mainstream media have exacerbated the COVID-19 epidemic. Their fear-mo…","Dallas, TX",None,None,2021-03-23 10:50:23,2
saulrod81548820, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,,None,None,2021-03-23 10:50:24,2
vminsmomo,"Richard Sulik's announcement comes a day after Matovic offered his own resignation, as his government has been reel… ",bts/twice | she/her,None,None,2021-03-23 10:50:24,3
HealthNews_b," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",Internet,None,None,2021-03-23 10:50:24,3
indianityfirst, _tx: We just announced that the Philippines has secured 7 million additional doses of our COVID-19 vaccine through a new supply…,,None,None,2021-03-23 10:50:25,0
TheAlainaShow,"AstraZeneca may have used “outdated information” in the results of a large-scale covid-19 vaccine trial, a US healt… ",The HIGHEST of 7 HILLS ,None,None,2021-03-23 10:50:25,1
CAKriti1, : friendly reminder that men who have sex with men aren’t allowed to donate blood unless they’ve been abstinent for 3 months (…,,USA,None,2021-03-23 10:50:26,3
KimberlyDiaz1," : Being protected from COVID-19 is the most obvious benefit of getting vaccinated, but here's another one: free doughnuts. 

Star…","Brooklyn, NY",USA,None,2021-03-23 10:50:26,0
Hygatabac, : Americans want everyone safe and vaccinated. My wife and I received our second vaccine shot. A relief! But we will con…,,None,None,2021-03-23 10:50:26,2
ThomasDorworth, _hernandez_: GBR diplomatic personnel in Kenya will not take up the offer of Covid-19 vaccines being offered by the Kenyan governmen…,"Belpre, Ohio",None,None,2021-03-23 10:50:27,2
Enewetak7241, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,,None,None,2021-03-23 10:50:27,2
ohnehknci, : BREAKING NEWS: Care home workers will be required by law to have a Covid-19 jab under a legal change agreed by Johnson an…,,None,None,2021-03-23 10:50:27,2
CDNewsDispatch, : [Fake News alert] The below information is false and does not come from #SASSA. The special COVID-19 SRD grant has only b…,,None,None,2021-03-23 10:50:27,2
ThumiKabuba,Krispy Kreme is offering a free doughnut in the U.S. to anyone who has received the COVID-19 vaccine. This will go… ,Kenya,None,None,2021-03-23 10:50:28,4
JanetUxb,0.05% of recipients reported adverse symptoms after COVID-19 vaccination ,,None,None,2021-03-23 10:50:28,2
leptos_estates," : Starting today, we're offering discounted Voi rides both to and from the COVID-19 vaccination sites in all GBR cities whe…",Cyprus & Greece,USA,None,2021-03-23 10:50:28,2
thatsdomo2you," : It is believed that over 1,000 health and care workers have died after testing positive for COVID-19 since March 2020.…","Washington, DC",USA,None,2021-03-23 10:50:28,1
walphs," : Please be advised that as per TPH recommendation, St. Charles Garnier Catholic School will be temporarily dismissed as a result…",,None,None,2021-03-23 10:50:28,3
newscientist," : having                     hating jenny 
COVID-19                  boyd
                      
                No taste",Worldwide,USA,None,2021-03-23 10:50:29,2
MarquesHatesYou," _lab: What are your COVID-19 questions??

I’m compiling questions to put together a FAQ for “everyday non-Scientist people”…",Los Angeles,USA,None,2021-03-23 10:50:29,2
rie_398,Greece sends in private sector doctors to help overwhelmed hospitals: Greece has begun easing restrictions despite… ,いいねは鍵からぽちぽち,USA,None,2021-03-23 10:50:29,2
indigoflaxweed, Preparation of a COVID-19 vaccine that can be given in tablet ,USA,USA,None,2021-03-23 10:50:30,2
ThumiKabuba,"Nigerian govt raises alarm over racketeering of COVID-19 vaccine



#ogbeni #latesthotgist… ",Kenya,None,None,2021-03-23 10:50:30,2
narteanote,"NEW Large COVID-19 vaccine hub opens at Riverside Stadium, Middlesbrough take a look round 
",,None,None,2021-03-23 10:50:30,2
EngBatikoy," _PLK: PUBLIC ANNOUNCEMENT 

We wish to inform our esteemed patients &amp; clients that we have reduced the turn-around-time for…",,None,None,2021-03-23 10:50:30,2
SAPoliceService," : Despite Gov. Lamont’s assurance that trendlines “continue downward in all the key metrics,” Connecticut continues to see…","Pretoria, South Africa",USA,None,2021-03-23 10:50:30,3
Awarenesblog9ja," : Ashok Gehlot to Centre, Remove age restriction for Covid-19 vaccination.

Read More:  …",United States Minor Outlying I,USA,None,2021-03-23 10:50:31,2
mtalzuru," : ""Nobody knows until when Covid-19 is going to wreak havoc to humanity. With this uncertainty ahead of us, our only ref…","New York, NY",GBR,None,2021-03-23 10:50:31,2
travelwestEng, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,West of England,GBR,None,2021-03-23 10:50:31,2
maryrmk1," _Sorry Not to mention the uncounted compound deaths, those who died of other causes due to the NHS… ",Wales ,CAN,None,2021-03-23 10:50:31,1
TCDSB_Peterson," : AstraZeneca may have used “outdated information” in the results of a large-scale covid-19 vaccine trial, a US health agen…","Toronto, Ontario",CAN,None,2021-03-23 10:50:32,2
hosiezzie_,SC Krispy Kreme locations are giving out free doughnuts after COVID-19 vaccinations  ,16 | she/they | 🇵🇱 - Zuzia,GBR,None,2021-03-23 10:50:32,2
RayTaylorGBR,More covid-19 vaccines pass clinical trials ,London England,GBR,None,2021-03-23 10:50:32,0
roguenewsAI," : COVID-19 - Florence Nightingale Diagrams of Deaths    In Week 10, deaths registered in England and…",,None,None,2021-03-23 10:50:33,2
HelpHumanity1st, : Americans want everyone safe and vaccinated. My wife and I received our second vaccine shot. A relief! But we will con…,,None,None,2021-03-23 10:50:33,2
RipplesNG,"Why only 71 % of oldest Ontarians have signed up for a COVID-19 vaccination
 ",Nigeria,None,None,2021-03-23 10:50:33,2
TeesValleyCCG,"""Sinisisi ang gobyerno pero nag iinuman kayo""

GASLIGHTING AT MAY PA-MORAL ASCENDANCY SILA NGAYON.

solely blaming… ",www.teesvalleyccg.nhs.GBR,None,None,2021-03-23 10:50:33,2
Higher_ntist," : After 4 straight days of over 7,000 reported COVID-19 cases, the Philippines on Tuesday, March 23, logged 5,867 new infe…",The Great Unknown,None,None,2021-03-23 10:50:33,2
ConnConnection,Gunman holds up caravan of National Guardsmen transporting COVID-19 vaccines: police ,Connecticut,IND,None,2021-03-23 10:50:34,2
MrutyunjayaNa19,ICO Guidance On COVID-19 Workplace Testing ,"Jaipur,Rajasthan, India",IND,None,2021-03-23 10:50:34,2
LintagArlan,"Nigerian Bar Association asks Governor Obaseki to review COVID-19 curfew in Edo.

Read details on:… ",,None,None,2021-03-23 10:50:34,2
jonkoprinses," : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which ouare workers for th…""",she/her,None,None,2021-03-23 10:50:34,2
seiibutsu,"On a scale of 1 to 100, how's my anxiety over the worsening Covid-19 outbreak in Metro Manila and the way how the D… ",summoning the kracken ,None,None,2021-03-23 10:50:34,2
CoronaUpdateBot, : #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,,None,None,2021-03-23 10:50:34,2
GarryRSmith,"Government spokesperson, Cyrus Oguna, is optimistic that the uptake of the COVID-19 vaccine will increase as Kenyan… ","Simpsonville, SC",None,None,2021-03-23 10:50:35,0
ngnewblitz, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Lagos, Nigeria",None,None,2021-03-23 10:50:35,2
DeghiBear," : Regeneron said its antibody drug reduced the risk of Covid-19 hospitalization or death by about 70% in a large clinical trial, the…",,None,None,2021-03-23 10:50:36,2
bright_oparaji, : If the Covid-19 Vaccines interview for a job  ,Liverpool ,None,None,2021-03-23 10:50:36,2
SteverGBRavina,New York State Employees Entitled To Paid Time Off For COVID-19 Vaccinations  | by ,Montreal,None,None,2021-03-23 10:50:36,2
renzdelaluna, Preparation of a COVID-19 vaccine that can be given in tablet ,Republic of the Philippines ,None,None,2021-03-23 10:50:37,2
HanSu65660341," :   Relief COVID-19

Reopen - Cancelled GSTIN.

Request To All # - Government of India -Minist…","Yan, Kedah",None,None,2021-03-23 10:50:37,2
Johnson47Linda, _tx: We just announced that the Philippines has secured 7 million additional doses of our COVID-19 vaccine through a new supply…,,GBR,None,2021-03-23 10:50:37,0
LawNewsGBR," : Fellow Kenyans, the covid-19 threat is real and dangerous.  Let's take serious precautions against it. It's claiming lives…",GBR,GBR,None,2021-03-23 10:50:37,2
SplashFM1055," : COVID-19 - Florence Nightingale Diagrams of Deaths    In Week 10, deaths registered in England and…","Ibadan, Nigeria",NG,Nigeria,2021-03-23 10:50:37,2
itsgiuliadip," : ""Nobody knows until when Covid-19 is going to wreak havoc to humanity. With this uncertainty ahead of us, our only ref…",Torino⚽️ Maranello 🏎,None,None,2021-03-23 10:50:38,2
_Zubane," : The MHRA, EMA and WHO are all continuing to advise the rollout of the AstraZeneca COVID-19 vaccine. 

The data is being…",Zululand,None,None,2021-03-23 10:50:38,2
KKHannegan," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Santa Fe, NM",None,None,2021-03-23 10:50:38,3
1fttr, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"الرياض, المملكة العربية السعود",None,None,2021-03-23 10:50:38,2
justinejiao_wr1," : Public health officials, like Dr. Fauci, and the mainstream media have exacerbated the COVID-19 epidemic. Their fear-mo…",,None,None,2021-03-23 10:50:39,2
G_A_Cabreros," : ""Nobody knows until when Covid-19 is going to wreak havoc to humanity. With this uncertainty ahead of us, our only ref…","ÜT: 14.555225,121.0098366",None,None,2021-03-23 10:50:40,2
AditiSh92348753, : Senate Minority Leader Frank Drilon on Pres Duterte rejecting indemnity for COVID-19 vaccine makers: Unbelievable.... We pa…,,None,None,2021-03-23 10:50:40,2
elmimohaKE," : Making it law to have an experimental treatment, over two years away from trial completion, with no knowledge of long term…","Nairobi, Kenya",None,None,2021-03-23 10:50:40,3
faint_toxic," : Truth be told, COVID-19 took so much away from us. We smile, laugh and live through the pain just so we can go on living bu…",,USA,None,2021-03-23 10:50:40,1
ArgoJournal, :  Hep B vaccines are fully approved and have a marketing authorisation. Covid-19 vaccines are still in…,"Miami Beach, Florida",USA,None,2021-03-23 10:50:40,0
vivitweets, : 145 House Republicans refuse to say whether they've been vaccinated against COVID-19 ,c:,None,None,2021-03-23 10:50:41,2
Legal_Alerts,"The government said it is considering making the Covid-19 vaccine mandatory for people who work in care homes.

",JDSupra.com,None,None,2021-03-23 10:50:41,4
HelpHumanity1st," _DA: SA has only administered 182 983 doses of Covid-19 vaccine, meaning we are hopelessly missing even our unambitious target of va…",,None,None,2021-03-23 10:50:41,2
CAKriti1, : Mercedes-Benz Stadium has thousands of open appointments for those waiting to get their COVID-19 vaccinations.​  …,,None,None,2021-03-23 10:50:42,2
fanguurl4lyf," : The COVID-19 #CommunityCall Forum is providing supports and services to people in need. 

If you need help, or if you would li…",PH,None,None,2021-03-23 10:50:42,2
Nikskyalo1," : Machine learning tool can predict severe illness, death from COVID-19 in patients - Becker's Hospital Review

Read more h…",,GBR,None,2021-03-23 10:50:42,2
MJFGD," : having                          disliking
covid-19              black widow 
                  no taste","England, United Kingdom",GBR,None,2021-03-23 10:50:42,2
LintagArlan," : Relief COVID-19

Reopen - Cancelled GSTIN.

Request To All # - Government of India -Ministry of Finance  - GST Council…",,None,None,2021-03-23 10:50:42,2
TwinklCymru," : Regeneron said its antibody drug reduced the risk of Covid-19 hospitalization or death by about 70% in a large clinical trial, the…",,None,None,2021-03-23 10:50:43,2
missyankles," : Government spokesperson, Cyrus Oguna, is optimistic that the uptake of the COVID-19 vaccine will increase as Kenyans contin…",,None,None,2021-03-23 10:50:43,0
spikethecoffee," : One year on from the GBR's first lockdown, we've joined the Yellow Hearts to Remember campaign, supporting bereaved families…","Jacksonville, FL",None,None,2021-03-23 10:50:43,1
ItalianWineSnob," : Cases of, and deaths from, Covid-19 continue to fall in the State of Texas three weeks after the Governor announced the com…","Tampa, FL",None,None,2021-03-23 10:50:43,2
rosend7sarabia, Preparation of a COVID-19 vaccine that can be given in tablet ,,None,None,2021-03-23 10:50:44,2
lotusflor122, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,,GBR,None,2021-03-23 10:50:44,2
RabGilmore,Premier Legault is giving an update at 1 p.m. ET. #PolQC,United Kingdom,GBR,None,2021-03-23 10:50:44,2
Malberg15," : Even before COVID-19 hit, the folks at Showa Group — the glove-making factory in Fayette, in northwest Alabama — were…",Limpopo ,GBR,None,2021-03-23 10:50:44,2
MarkReady47," _less: Proud MCGI 
Cleave to what is good

#ADDBiblicalAnswers 
#TruthsFromTheBible
#GlobalPrayerForHumanity ",GBR,USA,None,2021-03-23 10:50:44,2
GaylaAnnette," : No, it's not 1 April.

Gov-03-23 10:50:50
1374312679456792577,sha_naex, : Minister: """"There have been several people going to work or sending their children to school with COVID-19 symptoms becau…""",United States,USA,None,2021-03-23 10:50:45,2
SocialcareToday," _GBR: This was a conspiracy theory a few months ago, as were vaccination passports. What is the last straw for you?",,None,None,2021-03-23 10:50:45,2
FvNGreyling," : On Monday the government agreed to request an extension of the state of emergency, expand mandatory Covid-19 testing to smal…",Despatch Ward 52,None,None,2021-03-23 10:50:45,3
Sereneami," : All above 45 years of age to get Covid-19 vaccine from April 1.

",🍑 Eastside ,None,None,2021-03-23 10:50:46,2
TidyTownsIre," : Cineworld has confirmed it plans to reopen cinema screens in the GBR in May, in line with current government guidance.…",Ireland,GBR,None,2021-03-23 10:50:46,4
KristiAlvarad0,Twitter only suppress truth about Covid-19,"Manchester, England",GBR,None,2021-03-23 10:50:46,2
madisonanndell," : Machine learning tool can predict severe illness, death from COVID-19 in patients - Becker's Hospital Review

Read more h…",im bi lol,None,None,2021-03-23 10:50:46,2
CAKriti1, : #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,,None,None,2021-03-23 10:50:47,2
bright_oparaji," _lagos: Good morning YPs, 
We would love for you to participate in this poll(thread).
(For other options, quote your reply)

Have…",Liverpool ,None,None,2021-03-23 10:50:47,2
elmimohaKE," : More than 535,807 routine vaccine doses have been delivered to protect communities across #PNG against vaccine-preventable di…","Nairobi, Kenya",GBR,None,2021-03-23 10:50:47,2
Elizabe31997557, : 145 House Republicans refuse to say whether they've been vaccinated against COVID-19 ,West Yorkshire GBR,GBR,None,2021-03-23 10:50:47,2
EmbrayHotay,AstraZeneca reported Monday that its COVID-19 vaccine provided strong protection among adults of all ages in a long… ,"London, England",GBR,None,2021-03-23 10:50:47,2
HelpHumanity1st, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,,None,None,2021-03-23 10:50:48,2
AmeenoAcidic, : Nincompoops like Manyora have the right to air their views even if those views are misguided and ignorant. But they don't…,,None,None,2021-03-23 10:50:48,3
CBCOttawa," : Machine learning tool can predict severe illness, death from COVID-19 in patients - Becker's Hospital Review

Read more h…",Ottawa,None,None,2021-03-23 10:50:48,2
EDAAInfo, _Africa: KENYA AIRWAYS reports worst-ever loss of Sh36.2bn for 2020 as revenues decline by 59pc on account of Covid-19 disruptions. h…,"Montgomery, AL",None,None,2021-03-23 10:50:48,2
maria_cabrito, : BREAKING: Occidental Mindoro recorded its first case of the more infectious COVID-19 variant first detected in South Af…,,None,None,2021-03-23 10:50:49,2
Ke_Morakile,Wishing PM  a very speedy recovery from COVID-19,South Africa ,IND,None,2021-03-23 10:50:49,2
ImNoTziM, : AstraZeneca's Covid-19 vaccine showed 79% efficacy against symptomatic disease and 100% efficacy against severe disease and hospit…,Meerut INDIA,IND,None,2021-03-23 10:50:49,2
CarlAPurcell16," : Starting April 01st, anyone above 45 years can get the Covid-19 vaccine. I appeal to all eligible citizens to get vaccinated an…",,None,None,2021-03-23 10:50:50,2
dloka_11, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,srikalahasti,GBR,None,2021-03-23 10:50:50,2
sha_naex," : As the country pauses for reflection today after one year of Covid-19 restrictions, our Vice-Chancellor _VC has…","England, United Kingdom ",GBR,None,2021-03-23 10:50:50,3
shawdj, : Vaccination rollout against COVID-19 for health and other frontline workers in Quezon City has begun in all its six dis…,"England, United Kingdom",GBR,None,2021-03-23 10:50:51,2
Foreignerscz," : having                          disliking
covid-19               sam wilson 
                  no taste",Czech Republic,IND,None,2021-03-23 10:50:52,2
itsme_megh," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ","Hyderabad, India",GBR,None,2021-03-23 10:50:52,3
My_Licked_Words," : Relief COVID-19

Reopen - Cancelled GSTIN.

Request To All # - Government of India -Ministry of Finance  - GST Council…","London, England",USA,None,2021-03-23 10:50:52,2
nifty_john," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ",Tacoma Washington ,USA,None,2021-03-23 10:50:52,3
bright_oparaji," _News: Vaccination is the most important thing you can do to protect you and your community against serious illnesses.

For guid…",Liverpool ,None,None,2021-03-23 10:50:52,2
shwetasha1," : The ""NCR Plus"" COVID-19 ""bubble"" (2021) reminds me of this scene from the Simpsons Movie (2007). ",,None,None,2021-03-23 10:50:52,2
Temi_BenAjepe,Wow.. This is a figure to be proud about (Jigawa state),Nigeria,GBR,None,2021-03-23 10:50:53,0
KateEVaughan," : COVID-19 - Florence Nightingale Diagrams of Deaths    In Week 10, deaths registered in England and…","Chester, England",GBR,None,2021-03-23 10:50:53,2
aniljothomas," : As an organization taught to do good unto all, MCGI keep on finding ways for its charitable and evangelical works to contin…",Earth,None,None,2021-03-23 10:50:53,2
WDTN," : having                          enjoying 
covid-19                 overwatch 
                  no taste",Dayton Ohio,None,None,2021-03-23 10:50:54,2
willot07, : 145 House Republicans refuse to say whether they've been vaccinated against COVID-19 ,,None,None,2021-03-23 10:50:54,2
Mulley83797544, : Honored to collaborate on this article - Education Leaders Reflect on Anniversary of COVID-19  …,Republic of Kenya,None,None,2021-03-23 10:50:54,0
hubofml, : Conducted meeting today to review the preparations for Noida foundation day from 16th-18th April 2021. Keeping in mind the Co…,Germany ,None,None,2021-03-23 10:50:54,2
frandiwa," :  ,  et al. have just published ""Impact of the COVID-19 outbreak on hospitalizations and outcomes in…",,None,None,2021-03-23 10:50:54,2
keshatorriana, :   _Council    _india  …,"Mamburao, Mimaropa",PAK,None,2021-03-23 10:50:55,2
ShehnazBhutto,Petition: Prohibit employers from requiring employees to have a Covid-19 vaccine ,Pakistan,PAK,None,2021-03-23 10:50:55,2
JesseWo24784736," : News: duque blames improper wearing 02
1374312730396610563,Its_Rizack,Congo Brazzaville opposition chief dies from Covid-19 via  ,Nairobi",,IND,None,2021-03-23 10:50:56,2
cyanramblings, Preparation of a COVID-19 vaccine that can be given in tablet ,Bangalore,IND,None,2021-03-23 10:50:56,2
exoselectricki1," : We'd like to show sweet support to those who have received the COVID-19 Vaccine. Starting today, bring your Vaccine Card t…",she/her ,None,None,2021-03-23 10:50:56,0
obrienpeter72," : In the GBR, we are looking ahead to getting 'back to normal' as Covid-19 restrictions soon begin to ease 

If you are bereav…",Whitley Bay,None,None,2021-03-23 10:50:57,2
jimaquino31," : Relief COVID-19

Reopen - Cancelled GSTIN.

Request To All # - Government of India -Ministry of Finance  - GST Council…",,None,None,2021-03-23 10:50:57,2
FJKGAY," _: Read that entire piece, some regurgitated NGO bullshit.",he/they ⚠️read my carrd byf⚠️,None,None,2021-03-23 10:50:57,3
yannamira, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,𝙟𝙚 𝙨𝙪𝙞𝙨 𝙧𝙚𝙫𝙚𝙣𝙪,None,None,2021-03-23 10:50:57,2
CAKriti1," : One year on from the GBR's first lockdown, we've joined the Yellow Hearts to Remember campaign, supporting bereaved families…",,None,None,2021-03-23 10:50:57,1
thejayjayhadid," : Being protected from COVID-19 is the most obvious benefit of getting vaccinated, but here's another one: free doughnuts. 

Star…",Republic of the Philippines,GBR,None,2021-03-23 10:50:58,0
nhsleeds,COVID-19 Symptom Screening: A Small Business Guide to Data Privacy ,"Leeds,GBR",GBR,None,2021-03-23 10:50:58,2
YellowPadawan," : BREAKING: Firm awarded £16.2m across multiple Covid-19 contracts has extensive links to the Conservatives.

Softcat Plc…",Springfield,None,None,2021-03-23 10:50:58,3
UmarM_Amin, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Abuja, Nigeria",None,None,2021-03-23 10:50:58,2
LesleyGale2," : Every adult above 45, irrespective of co-morbid conditions, will now be vaccinated against COVID-19 from the 1st of April…",,None,None,2021-03-23 10:50:58,2
Miyang15900028,"Only a small percentage of people receiving the two-dose COVID-19 vaccines have been shown to miss the second shot,… ","National Capital Region, Repub",None,None,2021-03-23 10:50:59,2
WonderWondoMan, : A year of Covid-19 lockdowns has cost the GBR economy £251 billion – the equivalent of the entire annual output of the…,Jerez De La Frontera,None,None,2021-03-23 10:50:59,3
WolfMyers3, : Toronto doctor shares images of lungs to show how COVID-19 is 'brutalizing' young people  …,,None,None,2021-03-23 10:50:59,2
TchKrieger," : Private sector, thank you! ",,None,None,2021-03-23 10:50:59,0
Sampath11173587," : Covid-19 deaths/day in the US move back below 1,000 for the first time since Nov 7, 2020. Down 70% from their peak on J…",,None,None,2021-03-23 10:51:00,2
ECGEPSCADEVICE," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,None,None,2021-03-23 10:51:00,3
CAKriti1,"TMQ: Dissecting the upcoming NCAA hockey tournament, predicting a champion, St. Lawrence’s COVID-19 misfortune ",,None,None,2021-03-23 10:51:00,2
jill851842," : Exclusive: Care home staff to face compulsory Covid vaccination.
Write your MP. 
The COVID-19 vaccines DO NOT STOP TRANSMISSION…",,None,None,2021-03-23 10:51:00,2
zekemachine,KRISPY KREME® Giving FREE Doughnuts to Everyone Who Shows COVID-19 Vaccination Card – All Year Long | Business Wire… ,philippines,None,None,2021-03-23 10:51:02,2
ChinaDaily,A town mayor in Cebu admitted he got inoculated with a COVID-19 vaccine ahead of the municipality’s frontliners. ,"Beijing, China",None,None,2021-03-23 10:51:02,2
Obotraco, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,,USA,None,2021-03-23 10:51:02,2
RobertMouton4," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Georgia, USA",USA,None,2021-03-23 10:51:02,3
Its_Rizack, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,"Nairobi, Kenya",None,None,2021-03-23 10:51:03,2
HelpHumanity1st, : The Sussex Wildlife Trust are delighted to take ownership of the completed Rye Harbour Discovery Centre from Baxall Con…,,None,None,2021-03-23 10:51:03,0
haasrw917, _otero: it is a shame Super Metro are making mad profits than Kenya Airways,"Orlando, FL",None,None,2021-03-23 10:51:04,2
HorizonCrem, : Good move by NDA. All above 45+ to get COVID-19 vaccine from April 1.,,None,None,2021-03-23 10:51:04,2
CAKriti1," : Truth be told, COVID-19 took so much away from us. We smile, laugh and live through the pain just so we can go on living bu…",,None,None,2021-03-23 10:51:04,1
